dim_esdc_grp.esdcs,fact_alert.alert_id,fact_alert.original_text,fact_alert.source_link,fact_alert.caption,dim_internal_topic_grp.internal_topics,alert_top_threshold.top_threshold__sort_,alert_top_threshold.top_threshold,fact_alert.translated_text,dim_auto_alert_modelset.modelset_name,dim_source.source,primary_source_channel.channel,fact_alert.has_tagged_company,fact_alert.location_name,dim_internal_place.country,fact_alert.location_parsed,fact_alert.alert_caption_ai_summary
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",9458572052819508909203-1781763601146-1,DDoSia target: www.ville-dunkerque.fr (tcp) - syn ,https://www.ville-dunkerque.fr,Pro-Russia NoName05716 hacking group adds www.ville-dunkerque.fr to target list for planned DDoS attack: Local News Outlet.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,ville de dunkerque,localnews,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444","Pro-Russia hacking group NoName05716 has added the official website of Dunkerque, France (www.ville-dunkerque.fr) to its target list for a planned DDoS attack."
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",1828677563294941525088-1781763601097-1,DDoSia target: www.sarthe.gouv.fr (nginx_loris) - udp_flood ,https://www.sarthe.gouv.fr,Pro-Russia NoName05716 hacking group adds www.sarthe.gouv.fr to target list for planned DDoS attack: Government.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,sarthe,gov,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the French government website www.sarthe.gouv.fr to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",788711052348486291999868-1781849401185-1,DDoSia target: e-declaration-sgd.economie.fgov.be (nginx_loris) - udp_flood ,https://e-declaration-sgd.economie.fgov.be,Pro-Russia NoName05716 hacking group adds e-declaration-sgd.economie.fgov.be to target list for planned DDoS attack: Local News Outlet.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,fod economie,localnews,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the Belgian government's e-declaration website to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",8791406053218925030667-1781863801194-1,DDoSia target: www.standaard.be (http2) - GET /zoeken?keyword=$_1,https://www.standaard.be/zoeken?keyword=$_1,Pro-Russia NoName05716 hacking group adds www.standaard.be to target list for planned DDoS attack: Local News Outlet.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoSia target: www.standaard.be (http2) - GET  /search?keyword=$_1,dgm_mds_ddosia_target,de standaard,localnews,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added Belgian news outlet www.standaard.be to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",8262376852743238277-1781763601057-1,DDoSia target: www.departement13.fr (tcp) - syn ,https://www.departement13.fr,Pro-Russia NoName05716 hacking group adds www.departement13.fr to target list for planned DDoS attack: Government.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoS target: www.departement13.fr (tcp) - syn ,dgm_mds_ddosia_target,bouches-du-rhone,gov,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the French government website www.departement13.fr to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",24814285335418252962-1781849401084-1,DDoSia target: hbs-acc.economie.fgov.be (tcp) - syn_ack ,http://hbs-acc.economie.fgov.be,Pro-Russia NoName05716 hacking group adds hbs-acc.economie.fgov.be to target list for planned DDoS attack: Local News Outlet.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,fod economie,localnews,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the Belgian government's economic website (hbs-acc.economie.fgov.be) to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",1082737945529211607897-1781863801158-1,DDoSia target: sso.ssl.belga.be (tcp) - ack ,https://sso.ssl.belga.be,Pro-Russia NoName05716 hacking group adds sso.ssl.belga.be to target list for planned DDoS attack: Local News Outlet.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoS attack target: sso.ssl.belga.be (TCP) - ACK ,dgm_mds_ddosia_target,belga news agency,localnews,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444","Pro-Russia hacking group NoName05716 has added sso.ssl.belga.be to its target list for a planned DDoS attack, according to a local news outlet."
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",69778990535369538944850-1781849401172-1,DDoSia target: e-aangifte-bhv.economie.fgov.be (tcp) - syn ,https://e-aangifte-bhv.economie.fgov.be,Pro-Russia NoName05716 hacking group adds e-aangifte-bhv.economie.fgov.be to target list for planned DDoS attack: Local News Outlet.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,fod economie,localnews,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the Belgian government's e-aangifte-bhv.economie.fgov.be website to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",49197455882907032521152-1781763601052-1,DDoSia target: www.angers.fr (tcp) - PING ,https://www.angers.fr,Pro-Russia NoName05716 hacking group adds www.angers.fr to target list for planned DDoS attack: Local News Outlet.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,ville d'angers,localnews,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the website of French city Angers (www.angers.fr) to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",7831685459986262216-1781863801255-1,DDoSia target: www.rtbf.be (http2) - GET /recherche/article?q=$_1,https://www.rtbf.be/recherche/article?q=$_1,Pro-Russia NoName05716 hacking group adds www.rtbf.be to target list for planned DDoS attack: Local News Outlet.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoS attack target: www.rtbf.be (http2) - GET /recherche/article?q=$_1,dgm_mds_ddosia_target,rtbf,localnews,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added Belgian news outlet www.rtbf.be to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",5092465650684849682-1781849401174-1,DDoSia target: www.monarchie.be (tcp) - syn ,http://www.monarchie.be,Pro-Russia NoName05716 hacking group adds www.monarchie.be to target list for planned DDoS attack: Local News Outlet.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoS attack target: www.monarchie.be (TCP) - SYN ,dgm_mds_ddosia_target,monarchie,localnews,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444","Pro-Russia hacking group NoName05716 has added www.monarchie.be to its target list for a planned DDoS attack, according to a local news outlet."
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",30167855903769967746-1781763601102-1,DDoSia target: www.moselle.gouv.fr (tcp) - syn ,https://www.moselle.gouv.fr,Pro-Russia NoName05716 hacking group adds www.moselle.gouv.fr to target list for planned DDoS attack: Government.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoSia target: www.moselle.gouv.fr (TCP) - SYN ,dgm_mds_ddosia_target,moselle,gov,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the French government website www.moselle.gouv.fr to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",3243565755380457665961-1781763901234-1,DDoSia target: www.nouvelle-caledonie.gouv.fr (tcp) - ack ,https://www.nouvelle-caledonie.gouv.fr,Pro-Russia NoName05716 hacking group adds www.nouvelle-caledonie.gouv.fr to target list for planned DDoS attack: Government.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoSia target: www.nouvelle-caledonie.gouv.fr (TCP) - ACK ,dgm_mds_ddosia_target,high commission of republic in new caledonia,gov,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the official website of New Caledonia's government (www.nouvelle-caledonie.gouv.fr) to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",316569594676110948-1781863801214-1,DDoSia target: www.ringtv.be (tcp) - syn ,https://www.ringtv.be,Pro-Russia NoName05716 hacking group adds www.ringtv.be to target list for planned DDoS attack: Local News Outlet.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,ring tv,localnews,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added Belgian local news outlet www.ringtv.be to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",0417805305669653068996256-1781849401081-1,DDoSia target: economie.fgov.be (http) - GET /nl/publicaties?fulltext=$_1&sort_by=field_publication_date_2,https://economie.fgov.be/nl/publicaties?fulltext=$_1&sort_by=field_publication_date_2,Pro-Russia NoName05716 hacking group adds economie.fgov.be to target list for planned DDoS attack: Local News Outlet.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,fod economie,localnews,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444","Pro-Russia hacking group NoName05716 has added economie.fgov.be to its target list for a planned DDoS attack, according to a local news outlet."
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",7862862087451887796807744-1781849401150-1,DDoSia target: www.sibelga.be (tcp) - syn ,http://www.sibelga.be,Pro-Russia NoName05716 hacking group adds www.sibelga.be to target list for planned DDoS attack: Government.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,sibelga,gov,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444","Pro-Russia hacking group NoName05716 has added www.sibelga.be to its target list for a planned DDoS attack, reportedly aimed at the government."
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",07951135426802023526-1781863801174-1,DDoSia target: www.nieuwsblad.be (nginx_loris) - udp_flood ,https://www.nieuwsblad.be,Pro-Russia NoName05716 hacking group adds www.nieuwsblad.be to target list for planned DDoS attack: Local News Outlet.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoSia target: www.nieuwsblad.be (nginx_loris) - UDP flood ,dgm_mds_ddosia_target,nieuws blad,localnews,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added Belgian news outlet www.nieuwsblad.be to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",69637360131562390137860-1781849401079-1,DDoSia target: www.premier.be (tcp) - ack ,http://www.premier.be,Pro-Russia NoName05716 hacking group adds www.premier.be to target list for planned DDoS attack: Government.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,belgian prime minister,gov,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the Belgian government website www.premier.be to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",252960510879217-1781763000857-1,DDoSia target: www.expertisefrance.fr (tcp) - syn ,https://www.expertisefrance.fr,Pro-Russia NoName05716 hacking group adds expertisefrance.fr domain www.expertisefrance.fr to target list for planned DDoS attack: Government.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoSia target: www.expertisefrance.fr (TCP) - SYN ,dgm_mds_ddosia_target,expertise france,gov,No,"Paris, France",France,"48.8374751,2.3482223",Pro-Russia hacking group NoName05716 has added the French government domain expertisefrance.fr to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",22212815501967308609307113-1781763901183-1,DDoSia target: jalerte.arcep.fr (http) - GET /jalerte/?12,https://jalerte.arcep.fr/jalerte/?12,Pro-Russia NoName05716 hacking group adds jalerte.arcep.fr to target list for planned DDoS attack: Government.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,arcep,gov,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the French government website jalerte.arcep.fr to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",7345334553848567919065-1781849401187-1,DDoSia target: www.belgium.be (http) - GET /nl/nieuws/overview?f%5B0%5D=publication_year%3A202$_3&page=$_3,https://www.belgium.be/nl/nieuws/overview?f%5B0%5D=publication_year%3A202$_3&page=$_3,Pro-Russia NoName05716 hacking group adds www.belgium.be to target list for planned DDoS attack: Corporate.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoSia target: www.belgium.be (http) - GET /nl/nieuws/overview?f%5B0%5D=publication_year%3A202$_3&amp;page=$_3,dgm_mds_ddosia_target,belgian federal government,corp,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the official Belgian government website (www.belgium.be) to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",951147755956914389733-1781863801172-1,DDoSia target: www.bipt.be (http) - GET /consumenten/zoeken?tgGroup=consumers&q=$_1,https://www.bipt.be/consumenten/zoeken?tgGroup=consumers&q=$_1,Pro-Russia NoName05716 hacking group adds www.bipt.be to target list for planned DDoS attack: Corporate.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoSia target: www.bipt.be (http) - GET /consumers/search?tgGroup=consumers&amp;q=$_1,dgm_mds_ddosia_target,bipt - ibpt,corp,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added www.bipt.be to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",1089673656083108766-1781863801132-1,DDoSia target: www.belga.be (tcp) - ack ,https://www.belga.be,Pro-Russia NoName05716 hacking group adds www.belga.be to target list for planned DDoS attack: Local News Outlet.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,belga news agency,localnews,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added Belgian news outlet www.belga.be to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",685704515876059271606-1781849401086-1,DDoSia target: www.politie.be (tcp) - syn ,https://www.politie.be,Pro-Russia NoName05716 hacking group adds www.politie.be to target list for planned DDoS attack: Emergency Responder.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,belgian national police,emergency,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the Belgian police website (www.politie.be) to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",87055850868268229322-1781763601148-1,DDoSia target: www.bouches-du-rhone.gouv.fr (http2) - GET /contenu/recherche/(searchtext)/$_1/(change)/784646869?SearchText=$_1,https://www.bouches-du-rhone.gouv.fr/contenu/recherche/(searchtext)/$_1/(change)/784646869?SearchText=$_1,Pro-Russia NoName05716 hacking group adds www.bouches-du-rhone.gouv.fr to target list for planned DDoS attack: Government.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoSia target: www.bouches-du-rhone.gouv.fr (http2) - GET /content/search/(searchtext)/$_1/(change)/784646869?SearchText=$_1,dgm_mds_ddosia_target,bouches-du-rhone,gov,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the French government website www.bouches-du-rhone.gouv.fr to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",8523458082459809070-1781763300941-1,DDoSia target: www.seine-maritime.gouv.fr (http2) - GET /contenu/action?SearchText=$_1,https://www.seine-maritime.gouv.fr/contenu/action?SearchText=$_1,Pro-Russia NoName05716 hacking group adds www.seine-maritime.gouv.fr to target list for planned DDoS attack: Government.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,prefet de la seine-maritime,gov,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the French government website www.seine-maritime.gouv.fr to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",168356516816238167-1781763000760-1,DDoSia target: www.igf.finances.gouv.fr (http) - GET /files/live/sites/igf/files/contributed/Accueil/Documents/Rapport%20activité%20accueil(4).png?v=1,https://www.igf.finances.gouv.fr/files/live/sites/igf/files/contributed/Accueil/Documents/Rapport%20activité%20accueil(4).png?v=1,Pro-Russia NoName05716 hacking group adds www.igf.finances.gouv.fr to target list for planned DDoS attack: Government.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_mds_ddosia_target,inspection generale des finances,gov,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the French government's financial website to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",415121865879595213299-1781849401181-1,DDoSia target: www.federation-wallonie-bruxelles.be (tcp) - syn ,http://www.federation-wallonie-bruxelles.be,Pro-Russia NoName05716 hacking group adds www.federation-wallonie-bruxelles.be to target list for planned DDoS attack: Corporate.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoSia target: www.federation-wallonie-bruxelles.be (TCP) - SYN ,dgm_mds_ddosia_target,federation wallonie-bruxelles,corp,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added the website of the Walloon-Brussels Federation (www.federation-wallonie-bruxelles.be) to its target list for a planned DDoS attack.
"ESDC - Cyber - DDoS, ESDc - Cyber - DDoS 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",5270537962425047-1781763000858-1,DDoSia target: www.lacroix-defense.com (tcp) - syn ,http://www.lacroix-defense.com,Pro-Russia NoName05716 hacking group adds www.lacroix-defense.com to target list for planned DDoS attack: Corporate.,"Cyber - DDoS - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,DDoSia target: www.lacroix-defense.com (TCP) - SYN ,dgm_mds_ddosia_target,lacroix defense,corp,No,"San Francisco, CA",United States of America,"37.758702824,-122.445848444",Pro-Russia hacking group NoName05716 has added www.lacroix-defense.com to its target list for a planned DDoS attack.
"ESDC - Cyber - Data Exposure & Breaches, ESDC - Cyber - Doxxing & Leaked Credentials, ESDC - Cyber - Hacking Services, ESDC - Cyber - Remote Access & Management Systems, ESDC - Initial Access Threats 2, ESDc - Cyber - Deep & Dark Web Exposure, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Initial Access Threats, ESDc - Vendor Vulnerabilities",05476444324660390394649-1781866991749-1,"Alleged webshell access to an unidentified Indonesian government organization
 The group claims to have gained access to unidentified government organization in Indonesia.
Event Category: Initial Access",https://t.me/DeepCoreNetwork/426,DeepCore Network hacking group allegedly gained access to unidentified Indonesian government organization: Local Source.,"+ Cyber - Deep & Dark Web Exposure, + Cyber - Vendor Vulnerabilities, Cyber - Data Exposure & Breaches - Data Security, Cyber - Government Buildings - Cyber-Physical, Cyber - Hacking Services - Illicit Sales and Services, Cyber - Hacktivists - Threat Actors, Cyber - Initial Access Threats, Cyber - Remote Access & Management Systems - Vulnerabilities",3,Local Urgent,,dgm_falconfeeds_alert,tg,chatter,No,"San Francisco, CA, USA",United States of America,"37.7749295,-122.4194155","DeepCore Network hacking group allegedly breached an unidentified Indonesian government organization, according to a local source."
"ESDC - Cyber - Data Exposure & Breaches, ESDC - Cyber - Doxxing & Leaked Credentials, ESDC - Cyber - Hacking Services, ESDC - Cyber - Remote Access & Management Systems, ESDC - Initial Access Threats 2, ESDc - Cyber - Deep & Dark Web Exposure, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Initial Access Threats, ESDc - Vendor Vulnerabilities",440607401960872767-1781866982043-1,"Alleged webshell access to an unidentified organization in Malaysia
 The group claims to have gained Unauthorised access to unidentified organization in Malaysia.
Event Category: Initial Access",https://t.me/DeepCoreNetwork/426,DeepCore Network hacking group allegedly gained unauthorized access to an unidentified organization in Malaysia: Local Source.,"+ Cyber - Deep & Dark Web Exposure, + Cyber - Vendor Vulnerabilities, Cyber - Data Exposure & Breaches - Data Security, Cyber - Hacking Services - Illicit Sales and Services, Cyber - Hacktivists - Threat Actors, Cyber - Initial Access Threats, Cyber - Remote Access & Management Systems - Vulnerabilities",3,Local Urgent,,dgm_falconfeeds_alert,tg,chatter,No,"San Francisco, CA, USA",United States of America,"37.7749295,-122.4194155","DeepCore Network hacking group allegedly breached an unidentified organization in Malaysia, according to a local source."
"ESDC - Cyber - Data Exposure & Breaches, ESDC - Cyber - Doxxing & Leaked Credentials, ESDC - Cyber - Network Disruptions, ESDC - Data Security, ESDC - Utilities - Industry, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Cyber - Network Disruptions 3, ESDc - Industry Threats - Utilities",85743039817379042201781764172311-1781764172311-1,"The strength and credibility of any hacker group lies in the capabilities it could carry out but chooses not to. This is Handala!

We would like to inform the honorable people of the Resistance Front that, after the Sirik water facilities were targeted, the Handala Cyber Command, in a retaliatory action and in a fully controlled operation, carried out a cyberattack on California’s water facilities. According to statements from reputable cybersecurity media outlets around the world, such as Security Affairs, this Handala operation was completely successful but limited and controlled, with the aim of avoiding any harm to infrastructure and citizens’ welfare.

According to these media reports, although Handala had the technical capability to disrupt California’s water supply, it refrained from carrying out such destructive action for humanitarian reasons, and merely demonstrated the cyber power of the Resistance Front—showing that even the most secure infrastructures of countries such as the United States are accessible to Handala hackers.

Hours after this action, local sources in the United States announced that, as a result of this cyber intrusion, the water supply of around 20,000 customers in California was cut off.

The Handala Cyber Command emphasizes that this disruption occurred due to the lack of technical knowledge among the cybersecurity experts of the California water company in identifying the source of the attack, as well as shortcomings in cyber crisis management procedures. It further states that Handala did not carry out any destructive operation in this incident, despite having the capability to do so.",https://t.me/HANDALA_SEC/5,"Handala hacking group says purported California water facilities compromises reportedly led to water service disruption of 20,000 users: Blog.","+ Cyber - Utilities - Industry Threats, + Data Security, Cyber - Data Exposure & Breaches - Data Security, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector, Iran - Military, Utilities - Industry",2,National Urgent,,,tg,chatter,Yes,"1720 N 1st St, San Jose, California, USA",United States of America,"37.3668044,-121.9120202","Handala hacking group claims to have compromised California water facilities, reportedly disrupting water service to 20,000 users."
"ESDC - Cyber - Data Exposure & Breaches, ESDC - Cyber - Doxxing & Leaked Credentials, ESDC - Data Security, ESDC - Utilities - Industry, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Cyber - Network Disruptions 3, ESDc - Industry Threats - Utilities",118400228-1781759763000-3,"the United States are accessible to Handala hackers.  Hours after this action, local sources in the United States announced that, as a result of this cyber intrusion, the water supply of around 20,000 customers in California was cut off.",https://twitter.com/H4ND4L4/status/2067476413628719184,"Handala hacking group says purported California water facilities compromises reportedly led to water service disruption of 20,000 users: Blog.","+ Cyber - Utilities - Industry Threats, + Data Security, Cyber - Data Exposure & Breaches - Data Security, Cyber - Hacktivists - Threat Actors, Cyber - Network Disruptions - Attack Vector, Iran - Military, Utilities - Industry",2,National Urgent,,,twitter,blog,Yes,"1720 N 1st St, San Jose, California, USA",United States of America,"37.3668044,-121.9120202","Handala hacking group claims to have compromised California water facilities, causing a disruption in water service to 20,000 users."
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",733012749997288386677-1781791256167-1,"EXADOS targets the website of Travelogue Agency Co., Ltd
 The group claims to have defaced the website of Travelogue Agency Co., Ltd
Event Category: Defacement",https://t.me/EXA_DOS_KH/311,"Exados hacking group defaces Travelogue Agency Co., Ltd website: Local Source.","Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,tg,chatter,No,"Soi Wanit 1, Krung Thep Maha Nakhon 10100, Thailand",Thailand,"13.7411453,100.5065006","Exados hacking group defaced the website of Travelogue Agency Co., Ltd, according to local sources."
