dim_esdc_grp.esdcs,fact_alert.alert_id,fact_alert.original_text,fact_alert.source_link,fact_alert.caption,dim_internal_topic_grp.internal_topics,alert_top_threshold.top_threshold__sort_,alert_top_threshold.top_threshold,fact_alert.translated_text,dim_auto_alert_modelset.modelset_name,dim_source.source,primary_source_channel.channel,fact_alert.has_tagged_company,fact_alert.location_name,dim_internal_place.country,fact_alert.location_parsed,fact_alert.alert_caption_ai_summary
"ESDC - Floods, ESDC - Weather Advisories",49060656558102630876-1781796300000-1,"Flood Warning issued June 18 at 10:25AM CDT until June 20 at 4:00AM CDT by NWS Mobile AL
Mobile, AL
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Warning,"Flood Warning issued for areas near Mobile County, AL from June 18 at 10:25 CDT until June 20 at 04:00 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Mobile County, AL area",United States of America,"30.84,-88.04","A Flood Warning has been issued for areas near Mobile County, AL from June 18, 10:25 CDT to June 20, 04:00 CDT."
"ESDC - Floods, ESDC - Weather Advisories",1615419135-1781792735000-3,"Flash Flood Warning continues for Slidell LA, Picayune MS and  Nicholson MS until 11:30 AM CDT",https://twitter.com/NWSNewOrleans/status/2067614709554065879,"Flash Flood Warning continues for Picayune and Nicholson, MS as well as Slidell, LA until 11:30: Government Photo.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,uf_us_mds_pas_revision,twitter,gov,No,"Slidell, LA, USA",United States of America,"30.2751945,-89.7811745","Flash Flood Warning continues for Picayune and Nicholson, MS, and Slidell, LA, until 11:30."
"ESDC - Floods, ESDC - Weather Advisories",660438593994554969758-1781828760000-1,"Flood Advisory issued June 18 at 8:26PM EDT until June 18 at 11:00PM EDT by NWS Jackson KY
Bell, KY; Harlan, KY; Knox, KY; Leslie, KY; Letcher, KY; McCreary, KY; Whitley, KY
Minor",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Advisory,"Flood Advisory issued for areas near Whitley County, KY, Knox County, KY and Harlan County, KY from June 18 at 20:26 EDT until June 18 at 23:00 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",6,Hyperspecific,,us_nws_weather_polygon,us national weather service,gov,No,"Whitley County, KY area",United States of America,"36.825,-83.625","A Flood Advisory was issued for areas near Whitley, Knox, and Harlan counties in Kentucky from June 18, 20:26 EDT to June 18, 23:00 EDT."
"ESDC - Floods, ESDC - Weather Advisories",6558935489230146899-1781787660000-1,"Flash Flood Warning issued June 18 at 8:01AM CDT until June 18 at 11:00AM CDT by NWS Mobile AL
Perry, MS; Stone, MS
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flash%20Flood%20Warning,"Flash Flood Warning issued for areas near Stone County, MS and Perry County, MS from June 18 at 08:01 CDT until June 18 at 11:00 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Stone County, MS area",United States of America,"30.94,-88.98","Flash Flood Warning issued for areas near Stone County, MS and Perry County, MS from June 18 at 08:01 CDT until June 18 at 11:00 CDT."
"ESDC - Floods, ESDC - Weather Advisories",710767715206680770-1781850960000-1,"Flood Watch issued June 19 at 2:36AM EDT until June 20 at 2:00AM EDT by NWS Peachtree City GA
Upson; Harris; Talbot; Taylor; Crawford; Bibb; Twiggs; Wilkinson; Johnson; Muscogee; Chattahoochee; Marion; Schley; Macon; Peach; Houston; Bleckley; Laurens; Stewart; Webster; Sumter; Dooly; Crisp; Pulaski; Wilcox; Dodge
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Watch,"Flood Watch issued for areas near Muscogee County, GA, Bibb County, GA and Houston County, GA from June 19 at 02:36 EDT until June 20 at 02:00 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Muscogee County, GA area",United States of America,"32.603337478,-83.817429631","A Flood Watch has been issued for areas near Muscogee, Bibb, and Houston counties in GA from June 19, 02:36 EDT to June 20, 02:00 EDT."
"ESDC - Floods, ESDC - Weather Advisories",9068051475792801793509-1781764210016-1,"State, PERLIS Red, Danger; Station name: Sg. Perlis di Bukit Tok Poh (F2); District: Kangar; Main Basin: Sungai Perlis; Last updated: 18/06/2026; Water Level: 2.14; Normal: 2.1; Status: Rising",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=PLS&lang=en,"Danger advisory issued due to rising water levels of Perlis River in Kangar, Perlis, Malaysia: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Sg. Perlis di Bukit Tok Poh (F2), Kangar, Perlis, Malaysia",Malaysia,"6.412019,100.144027","A danger advisory has been issued due to rising water levels of Perlis River in Kangar, Perlis, Malaysia, according to the Government."
"ESDC - Floods, ESDC - Weather Advisories",365917539432915483-1781785740000-1,"Flood Advisory issued June 18 at 8:29AM EDT until June 18 at 11:30AM EDT by NWS Indianapolis IN
Jennings, IN
Minor",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Advisory,"Flood Advisory issued for areas near Jennings County, IN from June 18 at 08:29 EDT until June 18 at 11:30 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",6,Hyperspecific,,us_nws_weather_polygon,us national weather service,gov,No,"Jennings County, IN area",United States of America,"39.085,-85.616944444","A Flood Advisory has been issued for areas near Jennings County, IN, effective from June 18 at 08:29 EDT until June 18 at 11:30 EDT."
"ESDC - Floods, ESDC - Weather Advisories",661852795990786650330-1781811300000-1,"Flood Watch issued June 18 at 2:35PM CDT until June 19 at 1:00AM CDT by NWS Louisville KY
Hancock; Breckinridge; Ohio; Grayson; Hardin; Nelson; Washington; Mercer; Jessamine; Larue; Marion; Boyle; Garrard; Madison; Butler; Edmonson; Hart; Green; Taylor; Casey; Lincoln; Logan; Warren; Simpson; Allen; Barren; Monroe; Metcalfe; Adair; Russell; Cumberland; Clinton
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Watch,"Flood Watch issued for areas near Warren County, KY, Hardin County, KY and Madison County, KY from June 18 at 14:35 CDT until June 19 at 01:00 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Warren County, KY area",United States of America,"37.247961,-85.57049935","A Flood Watch has been issued for areas near Warren, Hardin, and Madison counties in Kentucky from June 18, 14:35 CDT to June 19, 01:00 CDT."
"ESDC - Floods, ESDC - Weather Advisories",1218228487-1781815732000-3,"Flash Flood Warning continues for Gulfport MS, Biloxi MS and  Long Beach MS until 4:15 PM CDT",https://twitter.com/NWSFlashFlood/status/2067711163891089781,"Flash Flood Warning continues for Gulfport, Biloxi, and Long Beach, MS until 16:15: NWS Flash Flood, Government Photo.","+ Floods, + Weather Advisories, Natural Disasters",3,Local Urgent,,,twitter,gov,No,"Gulfport, MS, USA",United States of America,"30.3674198,-89.0928155","A Flash Flood Warning continues for Gulfport, Biloxi, and Long Beach, MS until 16:15."
"ESDC - Floods, ESDC - Weather Advisories",57422314749694456-1781849707122-1,"State, KEDAH Red, Danger; Station name: Sg. Muda di Ampang Jajar PLSM D/S (F2); District: Kuala Muda; Main Basin: Sungai Kedah; Last updated: 19/06/2026; Water Level: 2.84; Normal: 2.5; Status: Receding",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=KDH&lang=en,"Danger advisory issued due to receding water levels of Kedah River in Kuala Muda, Kedah, Malaysia: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Jalan Sungai Batu, 09800, Kedah, Malaysia",Malaysia,"5.2999681,100.7132596","A danger advisory has been issued in Kuala Muda, Kedah, Malaysia, due to receding water levels of the Kedah River, according to the Government."
"ESDC - Floods, ESDC - Weather Advisories",280919545290994423-1781832480000-1,"Flood Warning issued June 18 at 8:28PM CDT until June 20 at 3:00PM CDT by NWS Quad Cities IA IL
Louisa, IA
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Warning,"Flood Warning issued for areas near Louisa County, IA from June 18 at 20:28 CDT until June 20 at 15:00 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Louisa County, IA area",United States of America,"41.13,-91.07","A Flood Warning has been issued for areas near Louisa County, IA, effective from June 18, 20:28 CDT, until June 20, 15:00 CDT."
"ESDC - Floods, ESDC - Weather Advisories",05269135523882841547031-1781797860000-1,"Flash Flood Warning issued June 18 at 11:51AM EDT until June 18 at 2:00PM EDT by NWS Jackson KY
Estill, KY; Powell, KY
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flash%20Flood%20Warning,"Flash Flood Warning issued for areas near Estill County, KY and Powell County, KY from June 18 at 11:51 EDT until June 18 at 14:00 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Estill County, KY area",United States of America,"37.755248963,-83.95813278","Flash Flood Warning issued for areas near Estill and Powell counties, KY, from June 18 at 11:51 EDT until June 18 at 14:00 EDT."
"ESDC - Floods, ESDC - Weather Advisories",095762509613411057-1781825220000-1,"Flash Flood Warning issued June 18 at 6:27PM CDT until June 18 at 9:30PM CDT by NWS Mobile AL
George, MS; Stone, MS
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flash%20Flood%20Warning,"Flash Flood Warning issued for areas near George County, MS and Stone County, MS from June 18 at 18:27 CDT until June 18 at 21:30 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"George County, MS area",United States of America,"30.833449925,-88.814375944","Flash Flood Warning issued for areas near George County, MS and Stone County, MS from June 18 at 18:27 CDT until June 18 at 21:30 CDT."
"ESDC - Floods, ESDC - Weather Advisories",642304678145848181498-1781851507159-1,"State, PERAK Red, Danger; Station name: Sg. Perak di K. Kenderong (F2); District: Hulu Perak; Main Basin: Sungai Perak; Last updated: 19/06/2026; Water Level: 210.1; Normal: 111.9; Status: Rising",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=PRK&lang=en,"Danger advisory issued due to rising water levels of Perak River in Hulu Perak, Perak, Malaysia: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Perak, Malaysia",Malaysia,"4.807294,100.8000051","A danger advisory has been issued due to rising water levels of Perak River in Hulu Perak, Perak, Malaysia, according to the Government."
"ESDC - Floods, ESDC - Weather Advisories",4052365409256419397-1781856628285-1,"Type: Damaging Winds Status: Active DAMAGING WINDS,for DAMAGING WINDS,For ALPINE AREAS ABOVE 1900 METRES: DAMAGING WINDS winds averaging 90 to 100 km/h with peak gusts of around 125 km/h are possible about higher parts of the Snowy Mountains for brief periods this evening.Winds are forecast to ease during the late evening.Locations which may be affected include Thredbo Top Station.127 km/h wind gust was recorded at Thredbo Top Station at 5:41 pm.Sustained 102 km/h winds were recorded at Thredbo Top Station in the 10 minutes around 5:30 pm. What to do: The State Emergency Service advises that people should:* Park your car under secure cover and away from trees, powerlines and drains.* Secure or put away loose items around your house, yard and balcony.* Keep at least 8 metres away from fallen power lines or objects that may be energised, such as fences.* Report fallen power lines to either Ausgrid (131 388), Endeavour Energy (131 003), Essential Energy (132 080) or Evoenergy (131 093) as shown on your power bill.For emergency help in flood and storms, ring the SES on 132 500.Stay updated on the Hazards Near Me NSW app or the ACT ESA website (https://esa.act.gov.au). Weather Conditions: Snowy Mountains Agency ID: IDN21037 Size (Geometry): 285 km² Next Issue: The next Severe Weather Warning will be issued by 11:00 pm AEST Friday.,Check https://www.bom.gov.au/weather-and-climate/warnings-and-alerts. Warnings are also available through TV and Radio broadcasts or call 1300 659 210. The Bureau and State Emergency Service would appreciate warnings being broadcast regularly. Class: advisory",https://bushfire.io/?location=-36.4404789088/148.253700214/satellite/0/0,"Flooding advisory issued for area around Main Range Walk, Kosciuszko, NSW, Australia: Sensor.","+ Floods, + Weather Advisories, Natural Disasters",5,Local Signal,,dgm_aus_bushfire_flood,bushfire.io,sensor,No,"Geehi NSW, Australia",Australia,"-36.440478909,148.253700214","A flooding advisory has been issued for the area around Main Range Walk in Kosciuszko, NSW, Australia, as of 08:11:48 on June 19, 2026."
"ESDC - Floods, ESDC - Weather Advisories",1015985324202959033-1781795460000-1,"Flood Warning issued June 18 at 10:11AM CDT until June 20 at 9:53PM CDT by NWS New Orleans LA
East Baton Rouge, LA
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Warning,"Flood Warning issued for areas near East Baton Rouge Parish, LA from June 18 at 10:11 CDT until June 20 at 21:53 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"East Baton Rouge Parish, LA area",United States of America,"30.56,-91.045","A Flood Warning has been issued for areas near East Baton Rouge Parish, LA, effective from June 18 at 10:11 CDT until June 20 at 21:53 CDT."
"ESDC - Floods, ESDC - Weather Advisories",408530874677988491847978-1781800206167-1,"State, PERAK Red, Danger; Station name: Sg. Perak di K. Kenderong (F2); District: Hulu Perak; Main Basin: Sungai Perak; Last updated: 19/06/2026; Water Level: 210.3; Normal: 111.9; Status: Rising",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=PRK&lang=en,"Danger advisory issued due to rising water levels of Perak River in Hulu Perak, Perak, Malaysia: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Perak, Malaysia",Malaysia,"4.807294,100.8000051","A danger advisory has been issued due to rising water levels of Perak River in Hulu Perak, Perak, Malaysia, according to the Government."
"ESDC - Floods, ESDC - Weather Advisories",32980849853467049410217591-1781761380000-1,"Flash Flood Warning issued June 18 at 1:43AM EDT until June 18 at 5:00AM EDT by NWS Wilmington OH
Brown, OH; Clermont, OH
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flash%20Flood%20Warning,"Flash Flood Warning issued for areas near Clermont County, OH and Brown County, OH from June 18 at 01:43 EDT until June 18 at 05:00 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",3,Local Urgent,,us_nws_weather_polygon,us national weather service,gov,No,"Clermont County, OH area",United States of America,"39.111919643,-84.086160714","Flash Flood Warning issued for areas near Clermont and Brown counties, OH, from June 18, 01:43 EDT to June 18, 05:00 EDT."
"ESDC - Floods, ESDC - Weather Advisories",4068751918135294093619-1781796360000-1,"Flood Warning issued June 18 at 10:26AM CDT until June 23 at 1:00PM CDT by NWS Chicago IL
Bureau, IL; La Salle, IL; Putnam, IL
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Warning,"Flood Warning issued for areas near La Salle County, IL, Bureau County, IL and Putnam County, IL from June 18 at 10:26 CDT until June 23 at 13:00 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,"Flood Warning issued June 18 at 10:26AM CDT until June 23 at 1:00PM CDT by NWS  Chicago, IL
Bureau, IL; La Salle, IL; Putnam, IL
Severe",us_nws_weather_polygon,us national weather service,gov,No,"La Salle County, IL area",United States of America,"41.34,-89.19","A Flood Warning has been issued for areas near La Salle, Bureau, and Putnam counties in IL from June 18, 10:26 CDT to June 23, 13:00 CDT."
"ESDC - Floods, ESDC - Weather Advisories",98464146285699940096717-1781768580000-1,"Flood Advisory issued June 18 at 2:43AM CDT until June 18 at 7:30AM CDT by NWS Springfield MO
Cedar, MO; Polk, MO
Minor",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Advisory,"Flood Advisory issued for areas near Polk County, MO and Cedar County, MO from June 18 at 02:43 CDT until June 18 at 07:30 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",6,Hyperspecific,,us_nws_weather_polygon,us national weather service,gov,No,"Polk County, MO area",United States of America,"37.64,-93.4928125","A Flood Advisory was issued for areas near Polk and Cedar counties in MO from June 18, 02:43 CDT to June 18, 07:30 CDT."
"ESDC - Floods, ESDC - Weather Advisories",056042506384403-1781791560000-1,"Flood Warning issued June 18 at 10:06AM EDT until June 18 at 4:30PM EDT by NWS Charleston WV
Athens, OH; Meigs, OH; Morgan, OH; Vinton, OH; Washington, OH
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Warning,"Flood Warning issued for areas near Athens County, OH, Washington County, OH and Meigs County, OH from June 18 at 10:06 EDT until June 18 at 16:30 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Athens County, OH area",United States of America,"39.34289689,-82.061783961","A Flood Warning has been issued for areas near Athens, Washington, and Meigs counties in Ohio from 10:06 to 16:30 EDT on June 18."
"ESDC - Floods, ESDC - Weather Advisories",9437355459999659306648-1781794440000-1,"Flash Flood Warning issued June 18 at 9:54AM CDT until June 18 at 1:45PM CDT by NWS Jackson MS
Forrest, MS; Lamar, MS
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flash%20Flood%20Warning,"Flash Flood Warning issued for areas near Forrest County, MS and Lamar County, MS from June 18 at 09:54 CDT until June 18 at 13:45 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Forrest County, MS area",United States of America,"31.114718706,-89.366814346","Flash Flood Warning issued for areas near Forrest and Lamar counties, MS, from June 18 at 09:54 CDT until June 18 at 13:45 CDT."
"ESDC - Floods, ESDC - Weather Advisories",35295383051511873-1781783460000-1,"Flood Watch issued June 18 at 6:51AM CDT until June 19 at 7:00PM CDT by NWS Birmingham AL
Calhoun; Cleburne; Pickens; Tuscaloosa; Jefferson; Shelby; St. Clair; Talladega; Clay; Randolph; Sumter; Greene; Hale; Perry; Bibb; Chilton; Coosa; Tallapoosa; Chambers; Marengo; Dallas; Autauga; Lowndes; Elmore; Montgomery; Macon; Bullock; Lee; Russell; Pike; Barbour
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Watch,"Flood Watch issued for areas near Jefferson County, AL, Montgomery County, AL and Shelby County, AL from June 18 at 06:51 CDT until June 19 at 19:00 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Jefferson County, AL area",United States of America,"32.717558556,-86.649135481","A Flood Watch has been issued for areas near Jefferson, Montgomery, and Shelby counties in AL from June 18, 06:51 CDT to June 19, 19:00 CDT."
"ESDC - Floods, ESDC - Weather Advisories",3128826035297925871-1781799540000-1,"Flood Warning issued June 18 at 12:19PM EDT until June 21 at 4:35PM EDT by NWS Indianapolis IN
Daviess, IN; Greene, IN; Knox, IN
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Warning,"Flood Warning issued for areas near Knox County, IN, Greene County, IN and Daviess County, IN from June 18 at 12:19 EDT until June 21 at 16:35 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Knox County, IN area",United States of America,"38.935,-87.045","A Flood Warning has been issued for areas near Knox, Greene, and Daviess counties in IN from June 18, 12:19 EDT to June 21, 16:35 EDT."
"ESDC - Floods, ESDC - Weather Advisories",33904810352756387900-1781783400000-1,"Flood Warning issued June 18 at 6:50AM CDT until June 22 at 4:49AM CDT by NWS Jackson MS
Forrest, MS
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Warning,"Flood Warning issued for areas near Forrest County, MS from June 18 at 06:50 CDT until June 22 at 04:49 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Forrest County, MS area",United States of America,"31.105,-89.33","A Flood Warning has been issued for areas near Forrest County, MS from June 18, 06:50 CDT to June 22, 04:49 CDT."
"ESDC - Floods, ESDC - Weather Advisories",2103676733-1781807560000-3,Flash Flood Warning continues for Amsterdam NY until 4:30 PM EDT,https://twitter.com/NWSFlashFlood/status/2067676886633791769,"Flash Flood Warning continues for Amsterdam, NY until 16:30: NWS Flash Flood, Government Photo.","+ Floods, + Weather Advisories, Natural Disasters",3,Local Urgent,,,twitter,gov,No,"Amsterdam, NY, USA",United States of America,"42.9377453,-74.190356","A Flash Flood Warning continues for Amsterdam, NY until 16:30."
"ESDC - Floods, ESDC - Weather Advisories",642506286-1781804902000-3,"Flash Flood Warning including Marksville LA, Lecompte LA and  Fifth Ward LA until 5:00 PM CDT",https://twitter.com/NWSFlashFlood/status/2067665741759828262,"Flash Flood Warning issued for Marksville, Lecompte, and Fifth Ward, LA until 17:00: NWS Flash Flood, Government Photo.","+ Floods, + Weather Advisories, Natural Disasters",3,Local Urgent,,,twitter,gov,No,"Marksville, LA, USA",United States of America,"31.1279652,-92.0662356","A Flash Flood Warning has been issued for Marksville, Lecompte, and Fifth Ward, LA, effective until 17:00."
"ESDC - Floods, ESDC - Weather Advisories",091353500374297191103-1781837040000-1,"Flood Watch issued June 18 at 10:44PM EDT until June 19 at 2:00AM EDT by NWS Jackson KY
Bell; Harlan; Floyd; Knott; Perry; Leslie; Letcher; Pike
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Watch,"Flood Watch issued for areas near Pike County, KY, Floyd County, KY and Harlan County, KY from June 18 at 22:44 EDT until June 19 at 02:00 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Pike County, KY area",United States of America,"37.06643129,-82.948490751","A Flood Watch was issued for areas near Pike, Floyd, and Harlan counties in Kentucky from June 18, 22:44 EDT to June 19, 02:00 EDT."
"ESDC - Floods, ESDC - Weather Advisories",149806255258419472601-1781844060000-1,"Flood Advisory issued June 18 at 6:41PM HST until June 18 at 9:45PM HST by NWS Honolulu HI
Oahu in Honolulu, HI
Minor",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Advisory,"Flood Advisory issued for areas near Honolulu County, HI from June 18 at 18:41 HST until June 18 at 21:45 HST: Government.","+ Floods, + Weather Advisories, Natural Disasters",6,Hyperspecific,,us_nws_weather_polygon,us national weather service,gov,No,"Honolulu County, HI area",United States of America,"21.521197183,-157.849084507","A Flood Advisory was issued for areas near Honolulu County, HI, from June 18 at 18:41 HST until June 18 at 21:45 HST."
"ESDC - Floods, ESDC - Weather Advisories",775186514145610586275-1781779512684-1,"State, PERAK Red, Danger; Station name: Sg. Perak di K. Kenderong (F2); District: Hulu Perak; Main Basin: Sungai Perak; Last updated: 18/06/2026; Water Level: 210.13; Normal: 111.9; Status: Rising",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=PRK&lang=en,"Danger advisory issued due to rising water levels of Perak River in Hulu Perak, Perak, Malaysia: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Perak, Malaysia",Malaysia,"4.807294,100.8000051","A danger advisory has been issued due to rising water levels of Perak River in Hulu Perak, Perak, Malaysia, according to the Government."
"ESDC - Floods, ESDC - Weather Advisories",285397534995843743-1781788980000-1,"Coastal Flood Advisory issued June 18 at 8:23AM CDT until June 18 at 7:00PM CDT by NWS Mobile AL
Mobile Central; Baldwin Central
Minor",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Coastal%20Flood%20Advisory,"Coastal Flood Advisory issued for areas near Mobile County, AL and Baldwin County, AL from June 18 at 08:23 CDT until June 18 at 19:00 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",6,Hyperspecific,,us_nws_weather_polygon,us national weather service,gov,No,"Mobile County, AL area",United States of America,"30.657412461,-87.914199788","A Coastal Flood Advisory has been issued for areas near Mobile and Baldwin counties in Alabama, effective from June 18 at 08:23 CDT until 19:00 CDT."
"ESDC - Floods, ESDC - Weather Advisories",1262776372-1781830269000-3,"Flash Flood Warning for Baldwin, Escambia, and Mobile County in AL until 10:45pm Thursday. Live Radar: https://t.co/7Ltn32prgR",https://bit.ly/3QhEVUq,"Flash Flood Warning issued until 22:45 for Baldwin, Escambia, and Mobile counties, AL: Local News Photo.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,uf_us_mds_pas_revision,wvtm 13,localnews,No,"Baldwin County, AL, USA",United States of America,"30.6010744,-87.7763333","A Flash Flood Warning has been issued for Baldwin, Escambia, and Mobile counties in AL until 22:45."
"ESDC - Floods, ESDC - Weather Advisories",1137680673-1781810031000-3,"Flash Flood Warning continues for Danville KY, Berea KY and  Lebanon KY until 5:30 PM EDT",https://twitter.com/NWSFlashFlood/status/2067687254433136962,"Flash Flood Warning continues for areas including Danville, Berea, and Lebanon, KY until 17:30: NWS Flash Flood, Government Photo.","+ Floods, + Weather Advisories, Natural Disasters",3,Local Urgent,,,twitter,gov,No,"Danville, KY, USA",United States of America,"37.6458551,-84.7725154","A Flash Flood Warning remains in effect for areas including Danville, Berea, and Lebanon, KY until 17:30."
"ESDC - Floods, ESDC - Weather Advisories",6256642557450843917974-1781770226322-1,"Type: Damaging Winds Status: Active DAMAGING WINDS,for DAMAGING WINDS,For AREAS ABOVE 1500 METRES: Strong northwesterly winds averaging 50 to 60 km/h with DAMAGING WIND GUSTS around 90 km/h are possible about areas of the Snowy Mountains today.For ALPINE AREAS ABOVE 1900 METRES: DAMAGING WINDS winds averaging 80 to 90 km/h with peak gusts up to 110 km/h are occurring about areas about higher parts of the Snowy Mountains today.Winds are forecast to ease below warning thresholds by late Friday morning.Locations which may be affected include Thredbo Top Station, Thredbo, Perisher Valley and Charlotte Pass.Sustained 89 km/h winds were recorded a Thredbo Top Station in the 10 minutes around 3:00 pm. What to do: The State Emergency Service advises that people should:* Park your car under secure cover and away from trees, powerlines and drains.* Secure or put away loose items around your house, yard and balcony.* Keep at least 8 metres away from fallen power lines or objects that may be energised, such as fences.* Report fallen power lines to either Ausgrid (131 388), Endeavour Energy (131 003), Essential Energy (132 080) or Evoenergy (131 093) as shown on your power bill.For emergency help in flood and storms, ring the SES on 132 500.Stay updated on the Hazards Near Me NSW app or the ACT ESA website (https://esa.act.gov.au). Weather Conditions: Snowy Mountains Agency ID: IDN21037 Size (Geometry): 1,032 km² Next Issue: The next Severe Weather Warning will be issued by 11:00 pm AEST Thursday.,Check https://www.bom.gov.au/weather-and-climate/warnings-and-alerts. Warnings are also available through TV and Radio broadcasts or call 1300 659 210. The Bureau and State Emergency Service would appreciate warnings being broadcast regularly. Class: advisory",https://bushfire.io/?location=-36.8221837434/148.2600688999/satellite/0/0,"Flooding advisory issued for area around Snowy Monaro Regional Council, NSW, Australia: Sensor.","+ Floods, + Weather Advisories, Natural Disasters",5,Local Signal,,dgm_aus_bushfire_flood,bushfire.io,sensor,No,"Ingeegoodbee NSW, Australia",Australia,"-36.822183743,148.2600689","A flooding advisory has been issued for the area around Snowy Monaro Regional Council in NSW, Australia, as of 08:11:42 on June 18, 2026."
